DATA_DATE_E,PRO_M,ERR_TIME_R,ERR_DEV,ERR_TYPE,RES_TYPE
2014/12/13 9:16,接地,2014/12/13 10:42,其它,设备本体,设备老化
2014/12/13 12:13,重合成功,,架空导线,外力因素,鸟害等小动物
2014/12/13 14:04,重合成功,,柱开,设备本体,设备老化
2014/12/13 15:13,重合不成,2014/12/13 15:52,杆塔,外力因素,车辆
2014/12/13 15:48,重合不成,2014/12/13 16:55,杆塔,外力因素,车辆
2014/12/13 16:11,重合成功,,,原因不明,
2014/12/14 2:02,重合成功,,,原因不明,
2014/12/14 8:48,重合成功,,,原因不明,
2014/12/14 8:55,重合不成,2014/12/14 9:28,架空导线,外力因素,外部异物（如，漂浮物）
2014/12/14 14:11,重合成功,,,原因不明,
2014/12/15 6:34,重合成功,,,原因不明,
2014/12/15 8:10,重合不成,2014/12/15 9:40,其它,其他原因,35kV及以上输变电设施影响
2014/12/15 8:29,重合不成,2014/12/15 10:52,电缆,设计安装不当,未按设计规程施工
2014/12/15 12:09,重合不成,2014/12/15 15:35,绝缘子,设备本体,设备老化
2014/12/16 0:07,重合成功,,,原因不明,
2014/12/16 1:29,重合不成,2014/12/16 4:03,架空导线,雨雪大风,大雨、强风
2014/12/16 1:31,重合成功,,架空导线,雨雪大风,大雨、强风
2014/12/16 2:04,重合成功,,,原因不明,
2014/12/16 11:28,重合成功,,架空导线,雨雪大风,大雨、强风
2014/12/16 12:19,重合成功,,,原因不明,
2014/12/16 12:46,重合不成,2014/12/16 13:32,架空导线,外力因素,外部异物（如，漂浮物）
2014/12/16 12:59,重合不成,2014/12/16 14:47,架空导线,雨雪大风,大雨、强风
2014/12/16 12:59,重合成功,,架空导线,雨雪大风,大雨、强风
2014/12/16 13:10,重合成功,,架空导线,雨雪大风,大雨、强风
2014/12/16 13:16,重合成功,,架空导线,雨雪大风,大雨、强风
2014/12/16 13:17,重合不成,2014/12/16 15:12,架空导线,外力因素,建设施工
2014/12/16 14:00,重合成功,,架空导线,雨雪大风,大雨、强风
2014/12/16 14:22,重合不成,2014/12/16 15:08,架空导线,外力因素,建设施工
2014/12/16 14:30,重合不成,2014/12/16 16:59,其它,用户原因,用户运行和维护管理不到位
2014/12/16 14:41,接地,2014/12/16 17:00,金具,设备本体,设备老化
2014/12/16 15:15,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/12/16 16:03,重合不成,2014/12/16 17:06,架空导线,设计安装不当,未按设计规程施工
2014/12/17 8:44,无重合闸,2014/12/17 12:42,其它,用户原因,用户运行和维护管理不到位
2014/12/17 8:57,重合不成,2014/12/17 9:33,其它,用户原因,外力破坏
2014/12/17 10:57,重合成功,,架空导线,雨雪大风,大雨、强风
2014/12/17 12:17,重合不成,2014/12/17 13:01,柱开,设备本体,设备老化
2014/12/17 14:12,无重合闸,2014/12/17 14:36,配电变压器,用户原因,用户运行和维护管理不到位
2014/12/17 15:47,重合成功,,其它,用户原因,用户运行和维护管理不到位
2014/12/17 16:36,无重合闸,2014/12/17 17:34,电缆附件,设计安装不当,安装工艺不当
2014/12/17 18:34,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/12/18 4:23,重合不成,2014/12/18 9:38,架空导线,外力因素,外部异物（如，漂浮物）
2014/12/18 12:05,重合成功,,,原因不明,
2014/12/18 14:31,重合成功,,,原因不明,
2014/12/19 0:10,重合成功,,,原因不明,
2014/12/19 12:30,重合成功,,,原因不明,
2014/12/19 13:27,重合不成,2014/12/19 14:17,杆塔,外力因素,鸟害等小动物
2014/12/19 14:06,重合成功,,,原因不明,
2014/12/19 14:58,重合不成,2014/12/19 15:38,电缆,外力因素,建设施工
2014/12/19 15:38,重合不成,2014/12/19 17:14,架空导线,外力因素,建设施工
2014/12/19 22:02,重合不成,2014/12/19 23:52,杆塔,外力因素,车辆
2014/12/20 8:32,重合不成,2014/12/20 10:31,架空导线,用户原因,外力破坏
2014/12/20 9:12,重合成功,,令克,设备本体,设备老化
2014/12/20 15:49,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/12/20 16:55,重合成功,,架空导线,其他原因,35kV及以上输变电设施影响
2014/12/20 17:16,重合成功,,,原因不明,
2014/12/20 18:40,重合不成,2014/12/20 20:30,拉线,外力因素,建设施工
2014/12/20 19:08,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/12/20 20:59,重合不成,2014/12/20 22:24,架空导线,外力因素,建设施工
2014/12/20 22:50,重合成功,,,原因不明,
2014/12/21 2:45,重合成功,,,原因不明,
2014/12/21 7:44,重合成功,,其它,用户原因,用户运行和维护管理不到位
2014/12/21 9:27,重合不成,2014/12/21 10:27,电缆,用户原因,外力破坏
2014/12/21 10:16,重合不成,2014/12/21 10:32,架空导线,外力因素,外部异物（如，漂浮物）
2014/12/21 13:24,重合不成,2014/12/21 14:24,架空导线,外力因素,建设施工
2014/12/21 14:12,重合不成,2014/12/21 17:40,电缆附件,设备本体,设备老化
2014/12/22 0:16,重合成功,,,原因不明,
2014/12/22 7:52,重合成功,,,原因不明,
2014/12/22 10:08,重合成功,,,原因不明,
2014/12/22 10:25,无重合闸,2014/12/22 11:55,其它,其他原因,35kV及以上输变电设施影响
2014/12/22 12:01,重合不成,2014/12/22 14:12,其它,用户原因,用户运行和维护管理不到位
2014/12/22 14:22,重合不成,2014/12/22 15:28,架空导线,外力因素,建设施工
2014/12/22 14:50,重合成功,,,原因不明,
2014/12/22 14:58,重合成功,,配电变压器,用户原因,设备老旧
2014/12/22 15:36,重合成功,,柱开,设备本体,设备老化
2014/12/22 16:49,重合不成,2014/12/22 17:09,环网柜,设备本体,设备老化
2014/12/22 23:29,无重合闸,2014/12/23 1:31,配电变压器,设备本体,设备老化
2014/12/23 4:43,无重合闸,2014/12/23 5:57,其它,用户原因,用户运行和维护管理不到位
2014/12/23 8:37,重合成功,,,原因不明,
2014/12/23 9:45,重合成功,,,原因不明,
2014/12/23 9:56,无重合闸,2014/12/23 11:11,电缆附件,设计安装不当,安装工艺不当
2014/12/23 10:04,重合不成,2014/12/23 10:42,配电变压器,外力因素,外部异物（如，漂浮物）
2014/12/23 10:14,重合成功,,,原因不明,
2014/12/23 18:08,重合成功,,,原因不明,
2014/12/24 0:36,重合成功,,其它,用户原因,用户运行和维护管理不到位
2014/12/24 7:09,无重合闸,2014/12/24 9:48,其它,用户原因,用户运行和维护管理不到位
2014/12/24 7:30,重合成功,,其它,其他原因,35kV及以上输变电设施影响
2014/12/24 8:21,重合成功,,其它,设备本体,设备老化
2014/12/24 8:58,重合成功,,架空导线,外力因素,建设施工
2014/12/24 10:03,重合成功,,,原因不明,
2014/12/24 12:04,无重合闸,2014/12/24 13:01,电缆附件,设计安装不当,安装工艺不当
2014/12/24 14:16,重合成功,,电缆,用户原因,设备老旧
2014/12/24 21:02,重合成功,,电缆,用户原因,设备老旧
2014/12/25 7:14,重合不成,2014/12/25 8:27,配电变压器,用户原因,设备老旧
2014/12/25 13:40,重合不成,2014/12/25 14:24,电缆,外力因素,建设施工
2014/12/25 15:23,重合成功,,,原因不明,
2014/12/25 16:31,无重合闸,2014/12/25 18:02,电缆,外力因素,建设施工
2014/12/25 19:41,重合不成,2014/12/25 21:45,架空导线,设计安装不当,未按设计规程施工
2014/12/26 6:59,重合成功,,,原因不明,
2014/12/26 10:37,重合成功,,架空导线,其他原因,低压影响
2014/12/26 11:23,无重合闸,2014/12/26 14:55,电缆附件,设计安装不当,安装工艺不当
2014/12/26 13:59,重合成功,,,原因不明,
2014/12/27 7:32,重合成功,,其它,用户原因,用户运行和维护管理不到位
2014/12/27 8:28,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/12/27 22:35,重合成功,,电缆,用户原因,外力破坏
2014/12/28 2:12,重合不成,2014/12/28 4:04,其它,其他原因,35kV及以上输变电设施影响
2014/12/28 2:12,重合不成,2014/12/28 4:04,其它,其他原因,35kV及以上输变电设施影响
2014/12/28 2:12,重合不成,2014/12/28 4:04,其它,其他原因,35kV及以上输变电设施影响
2014/12/28 2:12,重合不成,2014/12/28 4:04,其它,其他原因,35kV及以上输变电设施影响
2014/12/28 8:29,重合不成,2014/12/28 8:54,电缆,用户原因,外力破坏
2014/12/28 9:52,重合不成,2014/12/28 12:12,架空导线,外力因素,建设施工
2014/12/28 14:04,重合不成,2014/12/28 14:45,架空导线,外力因素,外部异物（如，漂浮物）
2014/12/29 12:51,重合成功,,配电变压器,设备本体,设备老化
2014/12/29 13:53,重合成功,,架空导线,外力因素,鸟害等小动物
2014/12/29 14:18,重合成功,,,原因不明,
2014/12/29 19:38,无重合闸,2014/12/29 22:22,电缆,外力因素,建设施工
2014/12/30 8:53,重合成功,,,原因不明,
2014/12/30 12:53,重合不成,2014/12/30 13:38,架空导线,外力因素,外部异物（如，漂浮物）
2014/12/30 14:11,重合不成,2014/12/30 14:54,架空导线,外力因素,外部异物（如，漂浮物）
2014/12/30 15:48,重合成功,,架空导线,外力因素,建设施工
2014/12/30 21:36,重合成功,,其它,用户原因,用户运行和维护管理不到位
2014/12/30 22:22,重合成功,,拉线,外力因素,车辆
2014/12/30 22:27,重合不成,2014/12/31 0:50,电缆附件,设计安装不当,安装工艺不当
2014/12/30 22:39,重合不成,2014/12/31 1:40,电缆附件,设计安装不当,安装工艺不当
2014/12/31 7:06,重合成功,,,原因不明,
2014/12/31 8:47,重合不成,2014/12/31 9:52,配电变压器,用户原因,用户运行和维护管理不到位
2014/12/31 9:29,无重合闸,2014/12/31 10:43,拉线,外力因素,盗窃
2014/12/31 9:56,重合成功,,,原因不明,
2014/12/31 10:10,无重合闸,2014/12/31 12:23,电缆附件,设计安装不当,安装工艺不当
2014/12/31 13:07,重合不成,2014/12/31 13:46,架空导线,外力因素,外部异物（如，漂浮物）
2015/1/2 17:26,重合成功,,架空导线,外力因素,车辆
2015/1/2 19:50,重合不成,2015/1/2 20:40,架空导线,外力因素,建设施工
2015/1/4 3:45,重合成功,,其它,外力因素,鸟害等小动物
2015/1/4 9:45,重合成功,,柱开,用户原因,绝缘状况差
2015/1/4 10:34,重合成功,,柱开,设计安装不当,未按设计规程施工
2015/1/4 12:09,重合成功,,,原因不明,
2015/1/4 17:45,重合成功,,,原因不明,
2015/1/4 22:18,重合成功,,,原因不明,
2015/1/6 6:40,无重合闸,2015/1/6 6:51,令克,设计安装不当,未按设计规程施工
2015/1/6 10:02,重合成功,,架空导线,雨雪大风,大雨、强风
2015/1/6 15:07,重合成功,,柱开,外力因素,鸟害等小动物
2015/1/8 12:55,重合成功,,架空导线,外力因素,建设施工
2015/1/8 15:15,重合成功,,,原因不明,
2015/1/8 17:07,重合成功,,架空导线,雨雪大风,大雨、强风
2015/1/8 17:19,重合不成,2015/1/8 21:24,架空导线,设计安装不当,未按设计规程施工
2015/1/8 17:34,重合成功,,,原因不明,
2015/1/8 19:12,重合不成,2015/1/8 22:02,拉线,外力因素,车辆
2015/1/8 23:34,无重合闸,2015/1/9 3:33,其它,用户原因,用户运行和维护管理不到位
2015/1/10 8:32,重合成功,,,原因不明,
2015/1/10 9:08,接地,2015/1/10 11:06,拉线,外力因素,车辆
2015/1/10 10:17,重合不成,2015/1/10 13:15,电缆附件,设计安装不当,安装工艺不当
2015/1/10 11:54,重合不成,2015/1/10 17:51,杆塔,外力因素,车辆
2015/1/10 13:38,接地,2015/1/10 19:05,电缆,设备本体,设备老化
2015/1/10 15:17,接地,2015/1/10 16:15,电缆,外力因素,建设施工
2015/1/10 15:44,重合成功,,,原因不明,
2015/1/10 15:44,重合不成,2015/1/10 16:24,架空导线,外力因素,建设施工
2015/1/12 9:56,重合成功,,架空导线,设计安装不当,未按设计规程施工
2015/1/12 12:16,重合成功,,柱开,设计安装不当,安装工艺不当
2015/1/12 19:17,重合成功,,,原因不明,
2015/1/14 1:29,重合成功,,,原因不明,
2015/1/14 6:29,重合不成,2015/1/14 10:20,电缆附件,设计安装不当,安装工艺不当
2015/1/14 6:30,无重合闸,2015/1/14 8:36,电缆附件,设计安装不当,安装工艺不当
2015/1/14 9:45,重合成功,,架空导线,外力因素,建设施工
2015/1/14 15:08,重合成功,,,原因不明,
2015/1/16 7:26,重合成功,,架空导线,运行维护不当,树线矛盾
2015/1/16 8:06,重合成功,,,原因不明,
2015/1/16 9:08,重合成功,,,原因不明,
2015/1/16 12:31,重合成功,,架空导线,外力因素,建设施工
2015/1/18 9:39,重合不成,2015/1/18 17:22,其它,用户原因,外力破坏
2015/1/18 13:23,重合不成,2015/1/18 15:26,架空导线,运行维护不当,树线矛盾
2015/1/18 21:21,重合不成,2015/1/18 22:32,架空导线,外力因素,外部异物（如，漂浮物）
2015/1/20 7:59,接地,2015/1/20 8:27,电缆,用户原因,外力破坏
2015/1/20 9:44,重合不成,2015/1/20 10:53,架空导线,设计安装不当,未按设计规程施工
2015/1/20 14:51,重合不成,2015/1/20 17:02,架空导线,外力因素,车辆
2015/1/20 15:33,接地,2015/1/20 16:03,电缆,外力因素,建设施工
2015/1/20 17:35,重合成功,,,原因不明,
2015/1/20 18:09,重合成功,,架空导线,雨雪大风,大雨、强风
2015/1/22 3:18,重合成功,,其它,设计安装不当,安装工艺不当
2015/1/22 3:18,重合成功,,其它,设计安装不当,安装工艺不当
2015/1/22 9:11,重合成功,,,原因不明,
2015/1/22 9:48,重合成功,,架空导线,雨雪大风,大雨、强风
2015/1/22 14:28,重合成功,,,原因不明,
2015/1/22 15:03,重合不成,2015/1/22 18:48,其它,用户原因,用户运行和维护管理不到位
2015/1/22 19:11,重合成功,,,原因不明,
2015/1/24 1:07,重合成功,,,原因不明,
2015/1/24 3:40,无重合闸,2015/1/24 7:55,配电变压器,用户原因,用户运行和维护管理不到位
2015/1/24 10:15,重合不成,2015/1/24 10:32,架空导线,外力因素,外部异物（如，漂浮物）
2015/1/26 3:14,无重合闸,2015/1/26 4:35,电缆附件,设计安装不当,安装工艺不当
2015/1/26 6:59,重合不成,2015/1/26 8:21,架空导线,外力因素,鸟害等小动物
2015/1/26 8:34,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2015/1/26 9:09,重合不成,2015/1/26 10:54,架空导线,雨雪大风,大雨、强风
2015/1/26 10:50,重合成功,,架空导线,外力因素,鸟害等小动物
2015/1/26 13:35,重合成功,,电缆,外力因素,建设施工
2015/1/26 13:36,重合不成,2015/1/26 18:00,电缆附件,设备本体,设备老化
2015/1/26 14:54,重合不成,2015/1/26 15:45,令克,设备本体,设备老化
2015/1/26 15:06,重合成功,,,原因不明,
2015/1/28 0:10,重合不成,2015/1/28 2:07,架空导线,外力因素,鸟害等小动物
2015/1/28 9:02,重合不成,2015/1/28 9:20,架空导线,外力因素,外部异物（如，漂浮物）
2015/1/28 10:00,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2015/1/30 1:39,重合成功,,,原因不明,
2015/1/30 6:42,接地,2015/1/30 8:50,其它,用户原因,用户运行和维护管理不到位
2015/1/30 10:55,重合成功,,架空导线,雨雪大风,大雨、强风
2015/1/30 13:10,重合不成,2015/1/30 14:23,其它,用户原因,外力破坏
2015/1/30 17:26,重合成功,,,原因不明,
2015/1/30 23:33,无重合闸,2015/1/31 1:10,其它,用户原因,用户运行和维护管理不到位
2015/2/2 8:14,重合不成,2015/2/2 9:58,架空导线,外力因素,外部异物（如，漂浮物）
2015/2/4 10:10,重合不成,2015/2/4 13:49,架空导线,外力因素,外部异物（如，漂浮物）
2015/2/4 13:34,重合不成,2015/2/4 18:45,电缆,设备本体,设备老化
2015/2/4 14:25,重合不成,2015/2/4 16:25,架空导线,外力因素,建设施工
2015/2/4 14:49,重合成功,,,原因不明,
2015/2/4 20:21,重合不成,2015/2/4 22:13,配电变压器,设备本体,设备老化
2015/2/4 22:00,无重合闸,2015/2/4 23:55,电缆附件,设计安装不当,安装工艺不当
2015/2/6 2:38,无重合闸,2015/2/6 6:16,其它,用户原因,用户运行和维护管理不到位
2015/2/6 10:09,重合成功,,,原因不明,
2015/2/6 10:09,重合成功,,,原因不明,
2015/2/6 12:39,重合成功,,令克,设备本体,设备老化
2015/2/8 20:41,重合成功,,,原因不明,
2015/2/10 9:29,重合不成,2015/2/10 10:52,刀闸,设备本体,设备老化
2015/2/10 11:44,重合成功,,,原因不明,
2015/2/10 16:17,重合成功,,,原因不明,
2015/2/12 10:21,重合不成,2015/2/12 11:58,架空导线,设计安装不当,未按设计规程施工
2015/2/12 10:46,重合成功,,,原因不明,
2015/2/12 13:10,重合不成,2015/2/12 14:33,其它,用户原因,用户运行和维护管理不到位
2015/2/12 13:47,重合成功,,,原因不明,
2015/2/14 8:23,重合不成,2015/2/14 11:48,柱开,外力因素,鸟害等小动物
2015/2/14 14:56,重合成功,,,原因不明,
2015/2/14 16:20,重合成功,,,原因不明,
2015/2/14 17:28,重合成功,,架空导线,雨雪大风,大雨、强风
2015/2/18 1:27,重合成功,,,原因不明,
2015/2/18 20:34,重合成功,,,原因不明,
2015/2/18 23:38,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2015/2/20 13:01,重合不成,2015/2/20 13:59,电缆,用户原因,恶劣天气
2015/2/20 13:35,重合不成,2015/2/20 14:45,架空导线,外力因素,鸟害等小动物
2015/2/20 13:35,重合不成,2015/2/20 14:45,架空导线,外力因素,外部异物（如，漂浮物）
2015/2/20 13:52,重合不成,2015/2/20 15:56,架空导线,雨雪大风,大雨、强风
2015/2/20 14:21,重合不成,2015/2/20 15:04,架空导线,雨雪大风,大雨、强风
2015/2/20 14:37,重合不成,2015/2/20 15:26,柱开,雨雪大风,大雨、强风
2015/2/20 18:15,重合不成,2015/2/20 20:50,柱开,雨雪大风,大雨、强风
2015/2/22 0:42,重合成功,,,原因不明,
2015/2/22 3:59,无重合闸,2015/2/22 7:05,其它,用户原因,用户运行和维护管理不到位
2015/2/22 6:33,重合成功,,,原因不明,
2015/2/22 8:05,重合不成,2015/2/22 10:59,配电变压器,设备本体,设备老化
2015/2/22 9:22,接地,2015/2/22 11:34,其它,用户原因,设备老旧
2015/2/22 9:22,重合不成,2015/2/22 9:56,,原因不明,
2015/2/22 12:36,重合不成,2015/2/22 15:56,柱开,外力因素,鸟害等小动物
2015/2/24 6:10,重合成功,,配电变压器,设备本体,设备老化
2015/2/24 8:11,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2015/2/24 9:27,重合不成,2015/2/24 9:41,配电变压器,用户原因,设备老旧
2015/2/24 9:45,重合成功,,架空导线,外力因素,鸟害等小动物
2015/2/24 12:44,重合成功,,架空导线,外力因素,鸟害等小动物
2015/2/24 22:53,重合不成,2015/2/24 23:12,架空导线,雨雪大风,大雨、强风
2015/2/24 23:16,重合成功,,架空导线,雨雪大风,大雨、强风
2015/2/26 8:22,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2015/2/26 14:42,重合成功,,,原因不明,
2015/2/26 15:29,重合成功,,,原因不明,
2015/2/26 21:46,重合不成,2015/2/26 22:45,电缆,用户原因,用户运行和维护管理不到位
2015/2/28 6:23,重合成功,,,原因不明,
2015/2/28 8:37,接地,2015/2/28 9:55,其它,用户原因,设备老旧
2015/2/28 12:50,重合成功,,配电变压器,用户原因,恶劣天气
2015/2/28 16:44,重合成功,,,原因不明,
2015/3/2 13:50,重合成功,,架空导线,外力因素,鸟害等小动物
2015/3/2 17:50,接地,2015/3/2 18:55,配电变压器,设备本体,设备老化
2015/3/2 18:07,重合不成,2015/3/2 18:46,架空导线,雨雪大风,大雨、强风
2015/3/2 19:15,重合成功,,,原因不明,
2015/3/4 9:38,重合成功,,其它,用户原因,用户运行和维护管理不到位
2015/3/4 11:16,重合成功,,,原因不明,
2015/3/6 13:29,重合不成,2015/3/6 16:27,避雷器,设备本体,设备老化
2015/3/8 8:32,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2015/3/8 13:01,重合不成,2015/3/8 13:58,架空导线,外力因素,鸟害等小动物
2015/3/8 13:27,重合成功,,,原因不明,
2015/3/8 14:38,重合不成,2015/3/8 15:56,架空导线,外力因素,鸟害等小动物
2015/3/8 15:13,重合不成,2015/3/8 16:05,杆塔,外力因素,鸟害等小动物
2015/3/8 15:33,重合不成,2015/3/8 17:43,其它,用户原因,设备老旧
2015/3/8 15:58,重合成功,,架空导线,外力因素,鸟害等小动物
2015/3/8 16:37,重合成功,,,原因不明,
2015/3/8 20:45,重合不成,2015/3/8 23:16,配电变压器,设备本体,设备老化
2015/3/10 3:57,重合不成,2015/3/10 5:42,令克,用户原因,外力破坏
2015/3/10 10:25,重合成功,,,原因不明,
2015/3/10 13:12,重合不成,2015/3/10 14:03,架空导线,雨雪大风,大雨、强风
2015/3/10 13:50,重合成功,,架空导线,雨雪大风,大雨、强风
2015/3/10 13:50,重合成功,,架空导线,雨雪大风,大雨、强风
2015/3/10 14:13,重合成功,,,原因不明,
2015/3/12 8:48,重合成功,,,原因不明,
2015/3/12 9:55,重合不成,2015/3/12 10:13,架空导线,外力因素,建设施工
2015/3/12 13:22,重合不成,2015/3/12 14:03,架空导线,外力因素,外部异物（如，漂浮物）
2015/3/12 15:29,重合不成,2015/3/12 16:19,架空导线,外力因素,外部异物（如，漂浮物）
2015/3/14 14:56,重合不成,2015/3/14 22:35,柱开,外力因素,鸟害等小动物
2015/3/14 16:06,重合成功,,其它,用户原因,用户运行和维护管理不到位
2015/3/14 17:32,重合不成,2015/3/14 22:10,杆塔,外力因素,鸟害等小动物
2015/3/14 18:34,重合成功,,,原因不明,
2015/3/14 19:37,重合不成,2015/3/14 21:52,柱开,外力因素,鸟害等小动物
2015/3/16 20:20,重合成功,,其它,设备本体,设备老化
2015/3/18 1:51,重合成功,,柱开,雨雪大风,大雨、强风
2015/3/18 1:55,重合成功,,架空导线,雨雪大风,大雨、强风
2015/3/18 2:28,重合成功,,架空导线,雨雪大风,大雨、强风
2015/3/18 2:41,重合成功,,架空导线,雷击,雷击故障
2015/3/18 6:20,重合成功,,架空导线,雨雪大风,大雨、强风
2015/3/18 10:01,重合成功,,其它,用户原因,用户运行和维护管理不到位
2015/3/18 11:23,重合成功,,架空导线,其他原因,低压影响
2015/3/18 11:23,重合不成,2015/3/18 13:03,架空导线,外力因素,鸟害等小动物
2015/3/18 12:11,重合成功,,架空导线,外力因素,鸟害等小动物
2015/3/18 14:59,重合成功,,架空导线,雨雪大风,大雨、强风
2015/3/18 18:21,重合成功,,架空导线,雨雪大风,大雨、强风
2015/3/18 19:08,重合不成,2015/3/18 21:43,架空导线,外力因素,鸟害等小动物
2015/3/18 22:29,重合不成,2015/3/19 0:26,配电变压器,用户原因,设备老旧
2015/3/20 5:35,重合成功,,,原因不明,
2015/3/20 9:10,重合不成,2015/3/20 10:54,架空导线,设计安装不当,未按设计规程施工
2015/3/20 10:30,无重合闸,2015/3/20 11:50,电缆附件,设计安装不当,安装工艺不当
2015/3/22 2:34,无重合闸,2015/3/22 4:38,电缆附件,设计安装不当,安装工艺不当
2015/3/22 10:55,重合成功,,配电变压器,设备本体,设备老化
2015/3/22 16:36,重合不成,2015/3/22 18:52,其它,用户原因,用户运行和维护管理不到位
2015/3/22 22:42,重合不成,2015/3/22 23:59,避雷器,设备本体,设备老化
2015/3/24 5:38,重合成功,,,原因不明,
2015/3/24 10:05,重合成功,,架空导线,外力因素,鸟害等小动物
2015/3/24 10:25,重合不成,2015/3/24 12:07,电缆,外力因素,建设施工
2015/3/24 16:24,重合成功,,令克,设备本体,设备老化
2015/3/24 21:42,重合不成,2015/3/25 2:37,杆塔,外力因素,车辆
2015/3/24 22:04,重合成功,,,原因不明,
2015/3/26 15:29,重合成功,,架空导线,雨雪大风,大雨、强风
2015/3/26 17:40,重合成功,,杆塔,外力因素,鸟害等小动物
2015/3/26 22:32,重合成功,,,原因不明,
2015/3/28 11:37,重合成功,,,原因不明,
2015/3/28 15:05,重合不成,2015/3/28 18:04,架空导线,外力因素,车辆
2015/3/28 20:59,重合成功,,,原因不明,
2015/3/30 7:52,重合不成,2015/3/30 9:12,分支箱,设备本体,设备老化
2015/3/30 11:26,重合成功,,其它,用户原因,用户运行和维护管理不到位
2015/3/30 12:05,重合不成,2015/3/30 13:40,电缆,外力因素,建设施工
2015/4/2 6:34,重合不成,2015/4/2 10:09,架空导线,外力因素,建设施工
2015/4/2 8:33,重合成功,,,原因不明,
2015/4/2 12:43,重合成功,,其它,设计安装不当,安装工艺不当
2015/4/2 13:51,重合成功,,,原因不明,
2015/4/2 13:58,重合不成,2015/4/2 15:13,架空导线,雨雪大风,大雨、强风
2015/4/2 15:27,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 15:40,重合不成,2015/4/2 16:15,架空导线,雨雪大风,大雨、强风
2015/4/2 15:47,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 15:51,重合不成,2015/4/2 17:13,其它,用户原因,用户运行和维护管理不到位
2015/4/2 15:51,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 15:52,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 15:54,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 15:55,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 15:56,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 15:59,重合不成,2015/4/2 17:07,绝缘子,雨雪大风,大雨、强风
2015/4/2 16:00,重合不成,2015/4/2 16:46,电缆附件,设计安装不当,安装工艺不当
2015/4/2 16:03,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:04,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:04,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:04,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:06,重合成功,,,原因不明,
2015/4/2 16:07,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:09,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:10,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:19,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:19,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:25,重合成功,,,原因不明,
2015/4/2 16:46,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:46,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:46,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:46,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 16:46,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 17:23,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 17:37,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 18:21,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 18:53,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 18:58,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/2 18:58,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/4 1:30,重合不成,2015/4/4 5:35,架空导线,雨雪大风,大雨、强风
2015/4/4 1:35,重合成功,,,原因不明,
2015/4/4 1:40,重合不成,2015/4/4 3:55,其它,用户原因,用户运行和维护管理不到位
2015/4/4 2:01,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/4 2:01,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/4 2:01,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/4 2:23,重合不成,2015/4/4 2:36,架空导线,雨雪大风,大雨、强风
2015/4/4 3:05,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/4 3:11,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/4 3:16,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/4 3:19,重合成功,,架空导线,雨雪大风,大雨、强风
2015/4/4 3:20,重合成功,,架空导线,雨雪大风,大雨、强风
